"Institution.Source","Catalog.Number","Number.of.specimens","Family","Scientific.name","Locality","County","Latitude","Longitude","State","Date.Collected","Field.Locality.number","Collectors","...14"
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","030424","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","040219","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","040427","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","050321","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","050518","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","050817","535160300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","HAN1, CAHOOGUE CREEK",,34.91167,-76.84167,"NC","070711","535160300",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030328","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030416","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030530","535150000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030623","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030814","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","030924","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","031014","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","031121","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","040518","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","050216","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","051019","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","060530","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","060621","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","060918","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","070418","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO1, SLOCUM CREEK",,34.91528,-76.91278,"NC","070711","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO2, SLOCUM CREEK",,34.92083,-76.90806,"NC","030328","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO2, SLOCUM CREEK",,34.92083,-76.90806,"NC","030416","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO2, SLOCUM CREEK",,34.92083,-76.90806,"NC","040427","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","SLO2, SLOCUM CREEK",,34.92083,-76.90806,"NC","040518","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO2, SLOCUM CREEK",,34.92083,-76.90806,"NC","041008","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC10, E. THOROFARE CK(MERKLE HAMMOCK)",,34.923,-76.359,"NC","020506","601040200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC10, E. THOROFARE CK(MERKLE HAMMOCK)",,34.923,-76.359,"NC","020612","601040200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC10, E. THOROFARE CK(MERKLE HAMMOCK)",,34.923,-76.359,"NC","050615","601040200",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","020506","537030200",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","030509","537030200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","040507","537030200",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","040608","537030200",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","050512","537030200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC9, GOLDEN CREEK",,34.923,-76.437,"NC","050607","537030200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G12, EASTMAN CREEK",,34.934,-76.539,"NC","030508","535220400",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G12, EASTMAN CREEK",,34.934,-76.539,"NC","030609","535220400",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G12, EASTMAN CREEK",,34.934,-76.539,"NC","040609","535220400",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","020507","535160000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","020614","535160000",,
"NCDMF",,12,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","030512","535160000",,
"NCDMF",,13,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","030610","535160000",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","040511","535160000",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","040610","535160000",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","050516","535160000",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","050616","535160000",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","060517","535160000",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","060613","535160000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","070516","535160000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","NR11, HANCOCK CREEK",,34.935,-76.852,"NC","070620","535160000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","020506","537040100",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","030509","537040100",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","030612","537040100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","040507","537040100",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","040608","537040100",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","050512","537040100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","050615","537040100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","060508","537040100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","070515","537040100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","J10, CODDUGGEN CREEK",,34.937,-76.406,"NC","070615","537040100",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","030512","535200701",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","040505","535200701",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","040604","535200701",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","050510","535200701",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","060615","535200701",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G19, JONAQUIN CREEK",,34.94,-76.637,"NC","070509","535200701",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO3, TUCKER CREEK",,34.94028,-76.92972,"NC","030416","535150200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO3, TUCKER CREEK",,34.94028,-76.92972,"NC","050216","535150200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO3, TUCKER CREEK",,34.94028,-76.92972,"NC","050321","535150200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","SLO3, TUCKER CREEK",,34.94028,-76.92972,"NC","070223","535150200",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","030509","537030100",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","030609","537030100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","050512","537030100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","050607","537030100",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","060607","537030100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","J2, FUR CREEK",,34.942,-76.464,"NC","070515","537030100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","222RD, CHERRY PT/WILK. PT TO NEW BERN",,34.943,-76.86,"NC","041103","535000200",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","020506","601020100",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","030509","601020100",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","030612","601020100",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","040507","601020100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","040608","601020100",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","050512","601020100",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","050615","601020100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","060607","601020100",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","070515","601020100",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","CC11, SOUTHWEST PRONG",,34.95,-76.289,"NC","070615","601020100",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","030609","535220200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","040510","535220200",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","060515","535220200",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","060615","535220200",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","070509","535220200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G16, BIG CREEK",,34.95,-76.591,"NC","070612","535220200",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","020507","535150000",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","020614","535150000",,
"NCDMF",,15,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","030512","535150000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","030610","535150000",,
"NCDMF",,21,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","040511","535150000",,
"NCDMF",,11,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","040610","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","050516","535150000",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","050616","535150000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","070516","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","NR10, SLOCUM CREEK",,34.954,-76.895,"NC","070620","535150000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","020506","535240600",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","030508","535240600",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","030609","535240600",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","040507","535240600",,
"NCDMF",,11,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","040609","535240600",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","050510","535240600",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","050607","535240600",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","060607","535240600",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","G3, PARSON’S CREEK",,34.979,-76.507,"NC","070515","535240600",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","030609","535220600",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","040510","535220600",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","040609","535220600",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","050510","535220600",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","050607","535220600",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","060515","535220600",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","G14, HORTON BAY",,34.99,-76.576,"NC","070509","535220600",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","137RD, DAWSON CREEK",,34.995,-76.752,"NC","040913","535090000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","137RD, DAWSON CREEK",,34.995,-76.752,"NC","041025","535090000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","137RD, DAWSON CREEK",,34.995,-76.752,"NC","061019","535090000",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","020517","535090000",,
"NCDMF",,45,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","040513","535090000",,
"NCDMF",,18,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","040616","535090000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","050513","535090000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","050616","535090000",,
"NCDMF",,17,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","060515","535090000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","060612","535090000",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","070521","535090000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F25, DAWSON CREEK",,35.004,-76.75397,"NC","070615","535090000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","142RD, CHERRY PT/WILK. PT TO NEW BERN",,35.004,-76.877,"NC","040913","535000200",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","142RD, CHERRY PT/WILK. PT TO NEW BERN",,35.004,-76.877,"NC","050920","535000200",,
"NCDMF",,38,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","020521","535080500",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","020612","535080500",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","030522","535080500",,
"NCDMF",,22,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","030616","535080500",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","040513","535080500",,
"NCDMF",,12,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","040616","535080500",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","050512","535080500",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","050616","535080500",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","060515","535080500",,
"NCDMF",,12,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","070521","535080500",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F15, SHOP GUT",,35.01923,-76.70427,"NC","070614","535080500",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","020521","535080000",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","020612","535080000",,
"NCDMF",,17,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","030522","535080000",,
"NCDMF",,34,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","030616","535080000",,
"NCDMF",,17,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","040513","535080000",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","040616","535080000",,
"NCDMF",,71,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","050512","535080000",,
"NCDMF",,48,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","050616","535080000",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","060515","535080000",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","060612","535080000",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","070522","535080000",,
"NCDMF",,13,"Paralichthyidae","Paralichthys lethostigma","F42, GREENS CREEK",,35.02175,-76.70723,"NC","070615","535080000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F13, GREENS CREEK",,35.02657,-76.73575,"NC","060515","535080000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F13, GREENS CREEK",,35.02657,-76.73575,"NC","060612","535080000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F13, GREENS CREEK",,35.02657,-76.73575,"NC","070522","535080000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F13, GREENS CREEK",,35.02657,-76.73575,"NC","070615","535080000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","020517","535080300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","030522","535080300",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","040513","535080300",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","050616","535080300",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","060612","535080300",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F12, KERSHAW CREEK",,35.03845,-76.72517,"NC","070522","535080300",,
"NCDMF",,4,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","020521","535070000",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","020612","535070000",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","030522","535070000",,
"NCDMF",,5,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","030616","535070000",,
"NCDMF",,40,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","040512","535070000",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","040614","535070000",,
"NCDMF",,17,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","050512","535070000",,
"NCDMF",,12,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","050616","535070000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","060512","535070000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","060609","535070000",,
"NCDMF",,7,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","070521","535070000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F4, WHITTAKER CREEK",,35.03862,-76.6807,"NC","070614","535070000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","020521","535060000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","020611","535060000",,
"NCDMF",,1,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","030616","535060000",,
"NCDMF",,3,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","050512","535060000",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","070521","535060000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","F3D, PIERCE CREEK",,35.03977,-76.6694,"NC","070614","535060000",,
"NCDMF",,6,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","020521","535060000",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","020611","535060000",,
"NCDMF",,10,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","030522","535060000",,
"NCDMF",,8,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","030616","535060000",,
"NCDMF",,13,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","040512","535060000",,
"NCDMF",,11,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","040614","535060000",,
"NCDMF",,23,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","050512","535060000",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","050616","535060000",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","060512","535060000",,
"NCDMF",,2,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","060609","535060000",,
"NCDMF",,9,"Paralichthyidae","Paralichthys lethostigma","F3N, PIERCE CREEK",,35.04347,-76.66618,"NC","070521","535060000",,
